v8-version,3,32,7,0,0
code-creation,Stub,11,0x94a1d980,256,"BinaryOpICStub(MOD:Smi*4->Smi)"
code-creation,Stub,11,0x94a1da80,256,"BinaryOpICStub(MOD_ReuseLeft:Smi*4->Smi)"
code-creation,Stub,11,0x94a1db80,256,"BinaryOpICStub(MOD:Smi*8->Smi)"
code-creation,Stub,11,0x94a1dc80,256,"BinaryOpICStub(MOD_ReuseLeft:Smi*16->Smi)"
code-creation,Stub,11,0x94a1dd80,256,"BinaryOpICStub(MOD:Smi*32->Smi)"
code-creation,Stub,11,0x94a1de80,264,"BinaryOpICStub(MOD:Smi*2048->Smi)"
code-creation,Stub,2,0x94a1dfa0,545,"JSEntryStub"
code-creation,Stub,2,0x94a1e1e0,545,"JSConstructEntryStub"
code-creation,Builtin,4,0x94a1e420,115,"Illegal"
code-creation,Builtin,4,0x94a1e4a0,115,"EmptyFunction"
code-creation,Builtin,4,0x94a1e520,115,"ArrayPush"
code-creation,Builtin,4,0x94a1e5a0,115,"ArrayPop"
code-creation,Builtin,4,0x94a1e620,115,"ArrayShift"
code-creation,Builtin,4,0x94a1e6a0,115,"ArrayUnshift"
code-creation,Builtin,4,0x94a1e720,115,"ArraySlice"
code-creation,Builtin,4,0x94a1e7a0,115,"ArraySplice"
code-creation,Builtin,4,0x94a1e820,115,"ArrayConcat"
code-creation,Builtin,4,0x94a1e8a0,120,"HandleApiCall"
code-creation,Builtin,4,0x94a1e920,120,"HandleApiCallConstruct"
code-creation,Builtin,4,0x94a1e9a0,115,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x94a1ea20,115,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x94a1eaa0,115,"StrictModePoisonPill"
code-creation,Builtin,4,0x94a1eb20,115,"GeneratorPoisonPill"
code-creation,Builtin,4,0x94a1eba0,347,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,4,0x94a1ed00,183,"InOptimizationQueue"
code-creation,Builtin,4,0x94a1edc0,638,"JSConstructStubGeneric"
code-creation,Builtin,4,0x94a1f040,517,"JSConstructStubApi"
code-creation,Builtin,4,0x94a1f260,205,"JSEntryTrampoline"
code-creation,Stub,2,0x94a1f340,194,"CallConstructStub"
code-creation,Builtin,4,0x94a1f420,184,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x94a1f4e0,155,"CompileLazy"
code-creation,Builtin,4,0x94a1f580,167,"CompileOptimized"
code-creation,Builtin,4,0x94a1f640,167,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x94a1f700,209,"NotifyDeoptimized"
code-creation,Builtin,4,0x94a1f7e0,213,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x94a1f8c0,209,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x94a1f9a0,189,"NotifyStubFailure"
code-creation,Builtin,4,0x94a1fa60,189,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x94a1fb20,120,"LoadIC_Miss"
code-creation,Builtin,4,0x94a1fba0,120,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x94a1fc20,121,"StoreIC_Miss"
code-creation,Builtin,4,0x94a1fca0,121,"KeyedStoreIC_Miss"
code-creation,Builtin,6,0x94a1fd20,131,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,7,0x94a1fdc0,120,"KeyedLoadIC_Initialize"
code-creation,Builtin,7,0x94a1fe40,120,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,2,0x94a1fec0,968,"NameDictionaryLookupStub"
code-creation,Builtin,7,0x94a202a0,997,"KeyedLoadIC_Generic"
code-creation,Builtin,9,0x94a206a0,133,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,10,0x94a20740,121,"KeyedStoreIC_Initialize"
code-creation,Builtin,10,0x94a207c0,121,"KeyedStoreIC_PreMonomorphic"
code-creation,Stub,2,0x94a20840,1842,"RecordWriteStub"
code-creation,Stub,2,0x94a20f80,1800,"RecordWriteStub"
code-creation,Stub,2,0x94a216a0,1794,"RecordWriteStub"
code-creation,Stub,2,0x94a21dc0,794,"RecordWriteStub"
code-creation,Stub,2,0x94a220e0,1813,"RecordWriteStub"
code-creation,Builtin,10,0x94a22800,3082,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,10,0x94a23420,123,"KeyedStoreIC_Generic"
code-creation,Builtin,10,0x94a234a0,121,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,10,0x94a23520,121,"KeyedStoreIC_PreMonomorphic_Strict"
code-creation,Builtin,10,0x94a235a0,3082,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,10,0x94a241c0,123,"KeyedStoreIC_Generic_Strict"
code-creation,Stub,2,0x94a24240,1794,"RecordWriteStub"
code-creation,Builtin,10,0x94a24960,401,"KeyedStoreIC_SloppyArguments"
code-creation,Builtin,4,0x94a24b00,460,"FunctionCall"
code-creation,Builtin,4,0x94a24ce0,466,"FunctionApply"
code-creation,Stub,2,0x94a24ec0,418,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x94a25080,538,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x94a252a0,454,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x94a25480,418,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x94a25640,538,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x94a25860,454,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x94a25a40,206,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x94a25b20,116,"InternalArrayCode"
code-creation,Stub,2,0x94a25ba0,571,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x94a25de0,120,"ArrayCode"
code-creation,Builtin,4,0x94a25e60,479,"StringConstructCode"
code-creation,Builtin,4,0x94a26040,175,"OnStackReplacement"
code-creation,Builtin,4,0x94a26100,113,"InterruptCheck"
code-creation,Builtin,4,0x94a26180,162,"OsrAfterStackCheck"
code-creation,Builtin,4,0x94a26240,113,"StackCheck"
code-creation,Builtin,4,0x94a262c0,204,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x94a263a0,195,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x94a26480,195,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x94a26560,195,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x94a26640,195,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x94a26720,195,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x94a26800,195,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x94a268e0,195,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x94a269c0,195,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x94a26aa0,195,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x94a26b80,195,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x94a26c60,195,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x94a26d40,120,"LoadIC_Slow"
code-creation,Builtin,3,0x94a26dc0,120,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x94a26e40,121,"StoreIC_Slow"
code-creation,Builtin,3,0x94a26ec0,121,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x94a26f40,972,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x94a27320,278,"LoadIC_Normal"
code-creation,Stub,2,0x94a27440,991,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x94a27820,348,"StoreIC_Normal"
code-creation,Builtin,4,0x94a27980,180,"Return_DebugBreak"
code-creation,Builtin,4,0x94a27a40,176,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x94a27b00,212,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x94a27be0,216,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x94a27cc0,178,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x94a27d80,178,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x94a27e40,178,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x94a27f00,180,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x94a27fc0,180,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x94a28080,176,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x94a28140,178,"Slot_DebugBreak"
code-creation,Builtin,4,0x94a28200,97,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x94a28280,137,"FrameDropper_LiveEdit"
code-creation,Stub,13,0x94a28320,148,"CompareNilICStub(NullValue)(None)"
code-creation,LoadInitialize,6,0x94a283c0,120,"args_count: 0"
code-creation,Stub,2,0x94a28440,234,"CallFunctionStub_Args1"
code-creation,Stub,2,0x94a28540,234,"CallFunctionStub_Args2"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a28640,2824,"EQUALS native runtime.js:9:16",0x3fff3a1ed00,
code-creation,Function,0,0x94a29160,508,"STRICT_EQUALS native runtime.js:56:23",0x3fff3a1ede8,~
code-creation,Stub,2,0x94a29360,279,"StringCompareStub"
code-creation,Stub,12,0x94a29480,170,"CompareICStub"
code-disable-optimization,"COMPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a29540,1340,"COMPARE native runtime.js:67:17",0x3fff3a1eef8,
code-creation,Stub,2,0x94a29a80,1021,"StringAddStub_CheckBoth"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a29e80,948,"ADD native runtime.js:99:13",0x3fff3a1f0f8,
code-creation,Stub,12,0x94a2a240,170,"CompareICStub"
code-creation,Stub,2,0x94a2a300,182,"DoubleToIStub"
code-creation,Stub,2,0x94a2a3c0,507,"NumberToStringStub"
code-disable-optimization,"STRING_ADD_LEFT","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2a5c0,796,"STRING_ADD_LEFT native runtime.js:112:25",0x3fff3a1f288,
code-disable-optimization,"STRING_ADD_RIGHT","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2a8e0,812,"STRING_ADD_RIGHT native runtime.js:124:26",0x3fff3a1f378,
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2ac20,436,"SUB native runtime.js:137:13",0x3fff3a1f468,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2ade0,436,"MUL native runtime.js:142:13",0x3fff3a1f558,
code-disable-optimization,"DIV","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2afa0,436,"DIV native runtime.js:147:13",0x3fff3a1f648,
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2b160,436,"MOD native runtime.js:152:13",0x3fff3a1f738,
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2b320,436,"BIT_OR native runtime.js:157:16",0x3fff3a1f828,
code-disable-optimization,"BIT_AND","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2b4e0,620,"BIT_AND native runtime.js:162:17",0x3fff3a1f918,
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2b760,436,"BIT_XOR native runtime.js:174:17",0x3fff3a1fa08,
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2b920,436,"SHL native runtime.js:179:13",0x3fff3a1faf8,
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2bae0,620,"SAR native runtime.js:184:13",0x3fff3a1fbe8,
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2bd60,436,"SHR native runtime.js:196:13",0x3fff3a1fcd8,
code-disable-optimization,"DELETE","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2bf20,324,"DELETE native runtime.js:201:16",0x3fff3a1fdc8,
code-creation,Stub,2,0x94a2c080,1464,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x94a2c640,1839,"RecordWriteStub"
code-creation,Stub,2,0x94a2cd80,350,"StoreArrayLiteralElementStub"
code-creation,Stub,14,0x94a2cee0,148,"ToBooleanStub(None)"
code-creation,Stub,12,0x94a2cf80,170,"CompareICStub"
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2d040,668,"IN native runtime.js:204:12",0x3fff3a1ff38,
code-disable-optimization,"INSTANCE_OF","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2d2e0,852,"INSTANCE_OF native runtime.js:216:21",0x3fff3a20078,
code-disable-optimization,"FILTER_KEY","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2d640,308,"FILTER_KEY native runtime.js:234:20",0x3fff3a20168,
code-creation,Stub,2,0x94a2d780,506,"ArgumentsAccessStub_NewSloppyFast"
code-disable-optimization,"CALL_NON_FUNCTION","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2d980,492,"CALL_NON_FUNCTION native runtime.js:239:27",0x3fff3a20278,
code-disable-optimization,"CALL_NON_FUNCTION_AS_CONSTRUCTOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2db80,492,"CALL_NON_FUNCTION_AS_CONSTRUCTOR native runtime.js:246:42",0x3fff3a20388,
code-creation,Stub,2,0x94a2dd80,200,"ArgumentsAccessStub_ReadElement"
code-creation,Function,0,0x94a2de60,340,"CALL_FUNCTION_PROXY native runtime.js:253:29",0x3fff3a20488,~
code-creation,Function,0,0x94a2dfc0,308,"CALL_FUNCTION_PROXY_AS_CONSTRUCTOR native runtime.js:259:44",0x3fff3a20580,~
code-creation,Stub,12,0x94a2e100,170,"CompareICStub"
code-creation,Stub,12,0x94a2e1c0,170,"CompareICStub"
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2e280,1404,"APPLY_PREPARE native runtime.js:264:23",0x3fff3a206d0,
code-disable-optimization,"STACK_OVERFLOW","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2e800,300,"STACK_OVERFLOW native runtime.js:286:24",0x3fff3a207d8,
code-disable-optimization,"TO_OBJECT","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2e940,244,"TO_OBJECT native runtime.js:289:19",0x3fff3a208b8,
code-disable-optimization,"TO_NUMBER","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2ea40,244,"TO_NUMBER native runtime.js:292:19",0x3fff3a20998,
code-disable-optimization,"TO_STRING","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2eb40,244,"TO_STRING native runtime.js:295:19",0x3fff3a20a78,
code-creation,LoadInitialize,6,0x94a2ec40,120,"args_count: 0"
code-creation,Stub,2,0x94a2ecc0,1785,"RecordWriteStub"
code-creation,Stub,8,0x94a2f3c0,521,"CallICStub(args(2), FUNCTION, "
code-disable-optimization,"ToPrimitive","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2f5e0,932,"ToPrimitive native runtime.js:298:21",0x3fff3a20bb8,
code-creation,Function,0,0x94a2f9a0,596,"ToBoolean native runtime.js:305:19",0x3fff3a20ca0,~
code-creation,Stub,8,0x94a2fc00,521,"CallICStub(args(1), FUNCTION, "
code-disable-optimization,"ToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a2fe20,820,"ToNumber native runtime.js:312:18",0x3fff3a20de0,
code-disable-optimization,"NonNumberToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a30160,772,"NonNumberToNumber native runtime.js:323:27",0x3fff3a20f20,
code-disable-optimization,"ToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a30480,756,"ToString native runtime.js:333:18",0x3fff3a21028,
code-disable-optimization,"NonStringToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a30780,692,"NonStringToString native runtime.js:341:27",0x3fff3a21130,
code-disable-optimization,"ToName","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a30a40,300,"ToName native runtime.js:348:16",0x3fff3a21218,
code-creation,Stub,2,0x94a30b80,1788,"RecordWriteStub"
code-creation,Stub,2,0x94a31280,487,"CallConstructStub_Recording"
code-disable-optimization,"ToObject","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a31480,764,"ToObject native runtime.js:351:18",0x3fff3a21360,
code-creation,Function,0,0x94a31780,316,"ToInteger native runtime.js:361:19",0x3fff3a21478,~
code-creation,Function,0,0x94a318c0,420,"ToLength native runtime.js:365:18",0x3fff3a21590,~
code-creation,Function,0,0x94a31a80,348,"ToUint32 native runtime.js:370:18",0x3fff3a216a8,~
code-creation,Function,0,0x94a31be0,316,"ToInt32 native runtime.js:374:17",0x3fff3a217c0,~
code-creation,Function,0,0x94a31d20,812,"SameValue native runtime.js:378:19",0x3fff3a218b0,~
code-creation,Function,0,0x94a32060,540,"SameValueZero native runtime.js:388:23",0x3fff3a219a0,~
code-creation,Function,0,0x94a32280,244,"IsPrimitive native runtime.js:395:21",0x3fff3a21a88,~
code-creation,Function,0,0x94a32380,428,"IsConcatSpreadable native runtime.js:398:28",0x3fff3a21ba8,~
code-disable-optimization,"DefaultNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a32540,1164,"DefaultNumber native runtime.js:404:23",0x3fff3a21cd0,
code-disable-optimization,"DefaultString","Call to a JavaScript runtime function"
code-creation,Function,0,0x94a329e0,1164,"DefaultString native runtime.js:419:23",0x3fff3a21df8,
code-creation,Function,0,0x94a32e80,444,"ToPositiveInteger native runtime.js:434:27",0x3fff3a21f28,~
code-creation,Script,0,0x94a33040,820,"native runtime.js",0x3fff3a22390,~
code-creation,LoadPreMonomorphic,6,0x94a33380,120,"args_count: 0"
code-creation,LoadPreMonomorphic,6,0x94a33400,120,"args_count: 0"
code-creation,Function,0,0x94a33480,720,"InstallFunctions native v8natives.js:4:26",0x3fff3a23638,~
code-creation,Function,0,0x94a33760,308,"InstallGetter native v8natives.js:18:23",0x3fff3a23730,~
code-creation,Function,0,0x94a338a0,372,"InstallGetterSetter native v8natives.js:24:29",0x3fff3a23830,~
code-creation,Function,0,0x94a33a20,664,"InstallConstants native v8natives.js:33:26",0x3fff3a23940,~
code-creation,Stub,2,0x94a33cc0,203,"ToNumberStub"
code-creation,Function,0,0x94a33da0,1068,"SetUpLockedPrototype native v8natives.js:45:30",0x3fff3a23a60,~
code-creation,Function,0,0x94a341e0,412,"GlobalIsNaN native v8natives.js:67:21",0x3fff3a23b78,~
code-creation,Function,0,0x94a34380,564,"GlobalIsFinite native v8natives.js:71:24",0x3fff3a23c90,~
code-creation,Stub,12,0x94a345c0,170,"CompareICStub"
code-creation,Function,0,0x94a34680,1276,"GlobalParseInt native v8natives.js:75:24",0x3fff3a23db8,~
code-creation,Function,0,0x94a34b80,396,"GlobalParseFloat native v8natives.js:98:26",0x3fff3a23ed0,~
code-creation,Function,0,0x94a34d20,492,"GlobalEval native v8natives.js:103:20",0x3fff3a23fc8,~
code-creation,Stub,8,0x94a34f20,521,"CallICStub(args(10), FUNCTION, "
code-creation,Stub,8,0x94a35140,521,"CallICStub(args(3), FUNCTION, "
code-creation,Function,0,0x94a35360,716,"SetUpGlobal native v8natives.js:110:21",0x3fff3a240e8,~
code-creation,Function,0,0x94a35640,524,"NoSideEffectsObjectToString native v8natives.js:126:37",0x3fff3a241f8,~
code-creation,Stub,8,0x94a35860,630,"CallICStub(args(0), METHOD, "
code-creation,Function,0,0x94a35ae0,436,"ObjectToLocaleString native v8natives.js:131:30",0x3fff3a24330,~
code-creation,Function,0,0x94a35ca0,252,"ObjectValueOf native v8natives.js:135:23",0x3fff3a24440,~
code-creation,Stub,8,0x94a35da0,521,"CallICStub(args(4), FUNCTION, "
code-creation,Function,0,0x94a35fc0,676,"ObjectHasOwnProperty native v8natives.js:138:30",0x3fff3a24578,~
code-creation,Function,0,0x94a36280,468,"ObjectIsPrototypeOf native v8natives.js:146:29",0x3fff3a246b0,~
code-creation,Function,0,0x94a36460,628,"ObjectPropertyIsEnumerable native v8natives.js:151:36",0x3fff3a247f0,~
code-creation,Stub,8,0x94a366e0,636,"CallICStub(args(1), METHOD, "
code-creation,Function,0,0x94a36960,996,"ObjectDefineGetter native v8natives.js:160:28",0x3fff3a24958,~
code-creation,Function,0,0x94a36d60,468,"ObjectLookupGetter native v8natives.js:175:28",0x3fff3a24a80,~
code-creation,Function,0,0x94a36f40,996,"ObjectDefineSetter native v8natives.js:182:28",0x3fff3a24be8,~
code-creation,Function,0,0x94a37340,468,"ObjectLookupSetter native v8natives.js:197:28",0x3fff3a24d10,~
code-creation,Function,0,0x94a37520,540,"ObjectKeys native v8natives.js:204:20",0x3fff3a24e48,~
code-creation,Function,0,0x94a37740,372,"IsAccessorDescriptor native v8natives.js:213:30",0x3fff3a24f68,~
code-creation,Function,0,0x94a378c0,372,"IsDataDescriptor native v8natives.js:217:26",0x3fff3a25088,~
code-creation,Function,0,0x94a37a40,396,"IsGenericDescriptor native v8natives.js:221:29",0x3fff3a251a8,~
code-creation,Function,0,0x94a37be0,332,"IsInconsistentDescriptor native v8natives.js:225:34",0x3fff3a252c8,~
code-creation,StoreInitialize,9,0x94a37d40,121,"args_count: 0"
code-creation,Function,0,0x94a37dc0,996,"FromPropertyDescriptor native v8natives.js:228:32",0x3fff3a254c0,~
code-creation,Function,0,0x94a381c0,1268,"FromGenericPropertyDescriptor native v8natives.js:241:39",0x3fff3a25640,~
code-creation,Function,0,0x94a386c0,2236,"ToPropertyDescriptor native v8natives.js:264:30",0x3fff3a25860,~
code-creation,Function,0,0x94a38f80,1228,"ToCompletePropertyDescriptor native v8natives.js:300:38",0x3fff3a259f0,~
code-creation,Function,0,0x94a39460,516,"PropertyDescriptor native v8natives.js:313:28",0x3fff3a25ad0,~
code-creation,Function,0,0x94a39680,756,"ConvertDescriptorArrayToDescriptor native v8natives.js:405:44",0x3fff3a25c20,~
code-creation,Function,0,0x94a39980,740,"GetTrap native v8natives.js:421:17",0x3fff3a25d98,~
code-creation,Function,0,0x94a39c80,348,"CallTrap0 native v8natives.js:433:19",0x3fff3a25ec0,~
code-creation,Function,0,0x94a39de0,356,"CallTrap1 native v8natives.js:436:19",0x3fff3a25ff0,~
code-creation,Function,0,0x94a39f60,356,"CallTrap2 native v8natives.js:439:19",0x3fff3a26128,~
code-creation,Function,0,0x94a3a0e0,1116,"GetOwnPropertyJS native v8natives.js:442:26",0x3fff3a262c0,~
code-creation,Function,0,0x94a3a540,588,"Delete native v8natives.js:460:16",0x3fff3a26420,~
code-creation,Stub,8,0x94a3a7a0,521,"CallICStub(args(5), FUNCTION, "
code-creation,Function,0,0x94a3a9c0,668,"DefineProxyProperty native v8natives.js:472:29",0x3fff3a26590,~
code-creation,Function,0,0x94a3ac60,7964,"DefineObjectProperty native v8natives.js:486:30",0x3fff3a26ad8,~
code-creation,Function,0,0x94a3cb80,4104,"DefineArrayProperty native v8natives.js:616:29",0x3fff3a26de0,~
code-creation,Function,0,0x94a3dba0,636,"DefineOwnProperty native v8natives.js:706:27",0x3fff3a26f30,~
code-creation,Function,0,0x94a3de20,372,"ObjectGetPrototypeOf native v8natives.js:717:30",0x3fff3a27068,~
code-creation,Function,0,0x94a3dfa0,668,"ObjectSetPrototypeOf native v8natives.js:723:30",0x3fff3a271d0,~
code-creation,Function,0,0x94a3e240,476,"ObjectGetOwnPropertyDescriptor native v8natives.js:733:40",0x3fff3a27328,~
code-creation,Stub,2,0x94a3e420,562,"FastCloneShallowObjectStub"
code-creation,Function,0,0x94a3e660,1240,"ToNameArray native v8natives.js:741:21",0x3fff3a27568,~
code-creation,Function,0,0x94a3eb40,1972,"ObjectGetOwnPropertyKeys native v8natives.js:762:34",0x3fff3a27700,~
code-creation,Function,0,0x94a3f300,580,"ObjectGetOwnPropertyNames native v8natives.js:811:35",0x3fff3a27840,~
code-creation,Function,0,0x94a3f560,556,"ObjectCreate native v8natives.js:820:22",0x3fff3a27990,~
code-creation,Function,0,0x94a3f7a0,1320,"ObjectDefineProperty native v8natives.js:829:30",0x3fff3a27b20,~
code-creation,Function,0,0x94a3fce0,1332,"GetOwnEnumerablePropertyNames native v8natives.js:846:39",0x3fff3a27c90,~
code-creation,Function,0,0x94a40220,1172,"ObjectDefineProperties native v8natives.js:864:32",0x3fff3a27e20,~
code-creation,Stub,8,0x94a406c0,636,"CallICStub(args(3), METHOD, "
code-creation,Function,0,0x94a40940,1076,"ProxyFix native v8natives.js:879:18",0x3fff3a28000,~
code-creation,Function,0,0x94a40d80,1200,"ObjectSealJS native v8natives.js:901:22",0x3fff3a28190,~
code-creation,Function,0,0x94a41240,1424,"ObjectFreezeJS native v8natives.js:925:24",0x3fff3a28338,~
code-creation,Function,0,0x94a417e0,484,"ObjectPreventExtension native v8natives.js:950:32",0x3fff3a28478,~
code-creation,Function,0,0x94a419e0,912,"ObjectIsSealed native v8natives.js:960:24",0x3fff3a285e8,~
code-creation,Function,0,0x94a41d80,1072,"ObjectIsFrozen native v8natives.js:980:24",0x3fff3a28768,~
code-creation,Function,0,0x94a421c0,436,"ObjectIsExtensible native v8natives.js:999:28",0x3fff3a288a0,~
code-creation,Function,0,0x94a42380,252,"ObjectIs native v8natives.js:1008:18",0x3fff3a289c0,~
code-creation,Function,0,0x94a42480,268,"ObjectGetProto native v8natives.js:1011:24",0x3fff3a28ad0,~
code-creation,Function,0,0x94a425a0,524,"ObjectSetProto native v8natives.js:1014:24",0x3fff3a28c08,~
code-creation,Function,0,0x94a427c0,492,"ObjectConstructor native v8natives.js:1020:27",0x3fff3a28d28,~
code-creation,Stub,8,0x94a429c0,527,"CallICStub(args(20), FUNCTION, "
code-creation,Stub,8,0x94a42be0,527,"CallICStub(args(30), FUNCTION, "
code-creation,Function,0,0x94a42e00,1652,"SetUpObject native v8natives.js:1029:21",0x3fff3a28e58,~
code-creation,Function,0,0x94a43480,452,"BooleanConstructor native v8natives.js:1067:28",0x3fff3a28f78,~
code-creation,Function,0,0x94a43660,556,"BooleanToString native v8natives.js:1074:25",0x3fff3a29090,~
code-creation,Function,0,0x94a438a0,500,"BooleanValueOf native v8natives.js:1084:24",0x3fff3a291a0,~
code-creation,Function,0,0x94a43aa0,684,"SetUpBoolean native v8natives.js:1090:22",0x3fff3a292c0,~
code-creation,Function,0,0x94a43d60,476,"NumberConstructor native v8natives.js:1101:27",0x3fff3a293e0,~
code-creation,Function,0,0x94a43f40,924,"NumberToString native v8natives.js:1109:24",0x3fff3a29510,~
code-creation,Function,0,0x94a442e0,300,"NumberToLocaleString native v8natives.js:1126:30",0x3fff3a295f0,~
code-creation,Function,0,0x94a44420,500,"NumberValueOf native v8natives.js:1129:23",0x3fff3a29700,~
code-creation,Function,0,0x94a44620,1148,"NumberToFixedJS native v8natives.js:1135:25",0x3fff3a29858,~
code-creation,Function,0,0x94a44aa0,1228,"NumberToExponentialJS native v8natives.js:1153:31",0x3fff3a299b0,~
code-creation,Function,0,0x94a44f80,1276,"NumberToPrecisionJS native v8natives.js:1173:29",0x3fff3a29b10,~
code-creation,Function,0,0x94a45480,540,"NumberIsFinite native v8natives.js:1192:24",0x3fff3a29bf8,~
code-creation,Function,0,0x94a456a0,436,"NumberIsInteger native v8natives.js:1195:25",0x3fff3a29d18,~
code-creation,Function,0,0x94a45860,388,"NumberIsNaN native v8natives.js:1198:21",0x3fff3a29e00,~
code-creation,Function,0,0x94a45a00,580,"NumberIsSafeInteger native v8natives.js:1201:29",0x3fff3a29f30,~
code-creation,Stub,2,0x94a45c60,608,"MathPowStub"
code-creation,Stub,8,0x94a45ec0,527,"CallICStub(args(16), FUNCTION, "
